V
Raw Value: 1 | Voltage: 0.005V
Raw Value: 568 | Voltage: 2.776V
Raw Value: 715 | Voltage: 3.495V
Raw Value: 706 | Voltage: 3.451V
Raw Value: 635 | Voltage: 3.104V
Raw Value: 648 | Voltage: 3.167V
Raw Value: 654 | Voltage: 3.196V
Raw Value: 689 | Voltage: 3.368V
Raw Value: 619 | Voltage: 3.025V
Raw Value: 632 | Voltage: 3.089V
Raw Value: 583 | Voltage: 2.849V
Raw Value: 576 | Voltage: 2.815V
Raw Value: 416 | Voltage: 2.033V
Raw Value: 518 | Voltage: 2.532V
Raw Value: 424 | Voltage: 2.072V
Raw Value: 438 | Voltage: 2.141V
Raw Value: 455 | Voltage: 2.224V
Raw Value: 463 | Voltage: 2.263V
Raw Value: 564 | Voltage: 2.757V
Raw Value: 386 | Voltage: 1.887V
Raw Value: 581 | Voltage: 2.840V
Raw Value: 702 | Voltage: 3.431V
Raw Value: 741 | Voltage: 3.622V
Raw Value: 433 | Voltage: 2.116V
Raw Value: 340 | Voltage: 1.662V
Raw Value: 296 | Voltage: 1.447V
Raw Value: 391 | Voltage: 1.911V
Raw Value: 247 | Voltage: 1.207V
Raw Value: 313 | Voltage: 1.530V
Raw Value: 301 | Voltage: 1.471V
Raw Value: 270 | Voltage: 1.320V
Raw Value: 306 | Voltage: 1.496V
Raw Value: 274 | Voltage: 1.339V
Raw Value: 392 | Voltage: 1.916V
Raw Value: 322 | Voltage: 1.574V
Raw Value: 409 | Voltage: 1.999V
Raw Value: 306 | Voltage: 1.496V
Raw Value: 423 | Voltage: 2.067V
Raw Value: 349 | Voltage: 1.706V
Raw Value: 437 | Voltage: 2.136V
Raw Value: 379 | Voltage: 1.852V
Raw Value: 443 | Voltage: 2.165V
Raw Value: 394 | Voltage: 1.926V
Raw Value: 495 | Voltage: 2.419V
Raw Value: 592 | Voltage: 2.893V
Raw Value: 528 | Voltage: 2.581V
Raw Value: 632 | Voltage: 3.089V
Raw Value: 629 | Voltage: 3.074V
Raw Value: 775 | Voltage: 3.788V
Raw Value: 728 | Voltage: 3.558V
Raw Value: 946 | Voltage: 4.624V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 148 | Voltage: 0.723V
Raw Value: 6 | Voltage: 0.029V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V

--- Statistics (last 100 samples) ---
Min Value: 5
Max Value: 1018
Range: 1013
Average: 695
-------------------------------------

Raw Value: 5 | Voltage: 0.024V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 4 | Voltage: 0.020V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 5 | Voltage: 0.024V
Raw Value: 6 | Voltage: 0.029V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1019 | Voltage: 4.980V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V

--- Statistics (last 100 samples) ---
Min Value: 4
Max Value: 1019
Range: 1015
Average: 795
-------------------------------------

Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1018 | Voltage: 4.976V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 830 | Voltage: 4.057V
Raw Value: 835 | Voltage: 4.081V
Raw Value: 549 | Voltage: 2.683V
Raw Value: 535 | Voltage: 2.615V
Raw Value: 375 | Voltage: 1.833V
Raw Value: 351 | Voltage: 1.716V
Raw Value: 417 | Voltage: 2.038V
Raw Value: 202 | Voltage: 0.987V
Raw Value: 384 | Voltage: 1.877V
Raw Value: 284 | Voltage: 1.388V
Raw Value: 444 | Voltage: 2.170V
Raw Value: 248 | Voltage: 1.212V
Raw Value: 379 | Voltage: 1.852V
Raw Value: 332 | Voltage: 1.623V
Raw Value: 359 | Voltage: 1.755V
Raw Value: 343 | Voltage: 1.676V
Raw Value: 384 | Voltage: 1.877V
Raw Value: 410 | Voltage: 2.004V
Raw Value: 320 | Voltage: 1.564V
Raw Value: 405 | Voltage: 1.979V
Raw Value: 211 | Voltage: 1.031V
Raw Value: 432 | Voltage: 2.111V
Raw Value: 273 | Voltage: 1.334V
Raw Value: 463 | Voltage: 2.263V
Raw Value: 278 | Voltage: 1.359V
Raw Value: 444 | Voltage: 2.170V
Raw Value: 428 | Voltage: 2.092V
Raw Value: 405 | Voltage: 1.979V
Raw Value: 428 | Voltage: 2.092V
Raw Value: 392 | Voltage: 1.916V
Raw Value: 451 | Voltage: 2.204V
Raw Value: 430 | Voltage: 2.102V
Raw Value: 591 | Voltage: 2.889V
Raw Value: 484 | Voltage: 2.366V
Raw Value: 583 | Voltage: 2.849V
Raw Value: 600 | Voltage: 2.933V
Raw Value: 656 | Voltage: 3.206V
Raw Value: 475 | Voltage: 2.322V
Raw Value: 642 | Voltage: 3.138V
Raw Value: 706 | Voltage: 3.451V
Raw Value: 656 | Voltage: 3.206V
Raw Value: 415 | Voltage: 2.028V
Raw Value: 396 | Voltage: 1.935V
Raw Value: 497 | Voltage: 2.429V
Raw Value: 350 | Voltage: 1.711V
Raw Value: 548 | Voltage: 2.678V
Raw Value: 485 | Voltage: 2.370V
Raw Value: 630 | Voltage: 3.079V
Raw Value: 535 | Voltage: 2.615V
Raw Value: 580 | Voltage: 2.835V
Raw Value: 643 | Voltage: 3.143V
Raw Value: 577 | Voltage: 2.820V
Raw Value: 695 | Voltage: 3.397V
Raw Value: 621 | Voltage: 3.035V
Raw Value: 671 | Voltage: 3.280V
Raw Value: 556 | Voltage: 2.717V
Raw Value: 669 | Voltage: 3.270V
Raw Value: 508 | Voltage: 2.483V
Raw Value: 655 | Voltage: 3.201V
Raw Value: 574 | Voltage: 2.805V
Raw Value: 628 | Voltage: 3.069V
Raw Value: 534 | Voltage: 2.610V
Raw Value: 469 | Voltage: 2.292V
Raw Value: 556 | Voltage: 2.717V
Raw Value: 526 | Voltage: 2.571V
Raw Value: 541 | Voltage: 2.644V
Raw Value: 560 | Voltage: 2.737V
Raw Value: 612 | Voltage: 2.991V
Raw Value: 607 | Voltage: 2.967V
Raw Value: 668 | Voltage: 3.265V
Raw Value: 609 | Voltage: 2.977V
Raw Value: 705 | Voltage: 3.446V
Raw Value: 646 | Voltage: 3.157V
Raw Value: 749 | Voltage: 3.661V
Raw Value: 564 | Voltage: 2.757V
Raw Value: 723 | Voltage: 3.534V
Raw Value: 658 | Voltage: 3.216V
Raw Value: 658 | Voltage: 3.216V

--- Statistics (last 100 samples) ---
Min Value: 202
Max Value: 1018
Range: 816
Average: 624
-------------------------------------

Raw Value: 533 | Voltage: 2.605V
Raw Value: 474 | Voltage: 2.317V
Raw Value: 586 | Voltage: 2.864V
Raw Value: 496 | Voltage: 2.424V
Raw Value: 620 | Voltage: 3.030V
Raw Value: 506 | Voltage: 2.473V
Raw Value: 563 | Voltage: 2.752V
Raw Value: 398 | Voltage: 1.945V
Raw Value: 521 | Voltage: 2.546V
Raw Value: 446 | Voltage: 2.180V
Raw Value: 375 | Voltage: 1.833V
Raw Value: 445 | Voltage: 2.175V
Raw Value: 547 | Voltage: 2.674V
Raw Value: 676 | Voltage: 3.304V
Raw Value: 593 | Voltage: 2.898V
Raw Value: 601 | Voltage: 2.937V
Raw Value: 580 | Voltage: 2.835V
Raw Value: 701 | Voltage: 3.426V
Raw Value: 473 | Voltage: 2.312V
Raw Value: 629 | Voltage: 3.074V
Raw Value: 518 | Voltage: 2.532V
Raw Value: 519 | Voltage: 2.537V
Raw Value: 515 | Voltage: 2.517V
Raw Value: 572 | Voltage: 2.796V
Raw Value: 596 | Voltage: 2.913V
Raw Value: 571 | Voltage: 2.791V
Raw Value: 623 | Voltage: 3.045V
Raw Value: 555 | Voltage: 2.713V
Raw Value: 595 | Voltage: 2.908V
Raw Value: 452 | Voltage: 2.209V
Raw Value: 449 | Voltage: 2.195V
Raw Value: 378 | Voltage: 1.848V
Raw Value: 553 | Voltage: 2.703V
Raw Value: 458 | Voltage: 2.239V
Raw Value: 614 | Voltage: 3.001V
Raw Value: 458 | Voltage: 2.239V
Raw Value: 506 | Voltage: 2.473V
Raw Value: 661 | Voltage: 3.231V
Raw Value: 665 | Voltage: 3.250V
Raw Value: 609 | Voltage: 2.977V
Raw Value: 404 | Voltage: 1.975V
Raw Value: 428 | Voltage: 2.092V
Raw Value: 278 | Voltage: 1.359V
Raw Value: 547 | Voltage: 2.674V
Raw Value: 389 | Voltage: 1.901V
Raw Value: 458 | Voltage: 2.239V
Raw Value: 378 | Voltage: 1.848V
Raw Value: 465 | Voltage: 2.273V
Raw Value: 471 | Voltage: 2.302V
Raw Value: 591 | Voltage: 2.889V
Raw Value: 572 | Voltage: 2.796V
Raw Value: 504 | Voltage: 2.463V
Raw Value: 551 | Voltage: 2.693V
Raw Value: 456 | Voltage: 2.229V
Raw Value: 552 | Voltage: 2.698V
Raw Value: 518 | Voltage: 2.532V
Raw Value: 653 | Voltage: 3.192V
Raw Value: 554 | Voltage: 2.708V
Raw Value: 620 | Voltage: 3.030V
Raw Value: 542 | Voltage: 2.649V
Raw Value: 574 | Voltage: 2.805V
Raw Value: 493 | Voltage: 2.410V
Raw Value: 472 | Voltage: 2.307V
Raw Value: 573 | Voltage: 2.801V
Raw Value: 512 | Voltage: 2.502V
Raw Value: 543 | Voltage: 2.654V
Raw Value: 483 | Voltage: 2.361V
Raw Value: 577 | Voltage: 2.820V
Raw Value: 588 | Voltage: 2.874V
Raw Value: 539 | Voltage: 2.634V
Raw Value: 591 | Voltage: 2.889V
Raw Value: 611 | Voltage: 2.986V
Raw Value: 611 | Voltage: 2.986V
Raw Value: 476 | Voltage: 2.326V
Raw Value: 607 | Voltage: 2.967V
Raw Value: 577 | Voltage: 2.820V
Raw Value: 576 | Voltage: 2.815V
Raw Value: 453 | Voltage: 2.214V
Raw Value: 583 | Voltage: 2.849V
Raw Value: 492 | Voltage: 2.405V
Raw Value: 617 | Voltage: 3.016V
Raw Value: 459 | Voltage: 2.243V
Raw Value: 599 | Voltage: 2.928V
Raw Value: 537 | Voltage: 2.625V
Raw Value: 439 | Voltage: 2.146V
Raw Value: 456 | Voltage: 2.229V
Raw Value: 457 | Voltage: 2.234V
Raw Value: 469 | Voltage: 2.292V
Raw Value: 459 | Voltage: 2.243V
Raw Value: 537 | Voltage: 2.625V
Raw Value: 436 | Voltage: 2.131V
Raw Value: 581 | Voltage: 2.840V
Raw Value: 531 | Voltage: 2.595V
Raw Value: 724 | Voltage: 3.539V
Raw Value: 542 | Voltage: 2.649V
Raw Value: 696 | Voltage: 3.402V
Raw Value: 658 | Voltage: 3.216V
Raw Value: 625 | Voltage: 3.055V
Raw Value: 675 | Voltage: 3.299V
Raw Value: 634 | Voltage: 3.099V

--- Statistics (last 100 samples) ---
Min Value: 278
Max Value: 724
Range: 446
Average: 536
-------------------------------------

Raw Value: 563 | Voltage: 2.752V
Raw Value: 598 | Voltage: 2.923V
Raw Value: 670 | Voltage: 3.275V
Raw Value: 519 | Voltage: 2.537V
Raw Value: 637 | Voltage: 3.113V
Raw Value: 494 | Voltage: 2.414V
Raw Value: 665 | Voltage: 3.250V
Raw Value: 540 | Voltage: 2.639V
Raw Value: 649 | Voltage: 3.172V
Raw Value: 624 | Voltage: 3.050V
Raw Value: 597 | Voltage: 2.918V
Raw Value: 651 | Voltage: 3.182V
Raw Value: 658 | Voltage: 3.216V
Raw Value: 659 | Voltage: 3.221V
Raw Value: 709 | Voltage: 3.465V
Raw Value: 736 | Voltage: 3.597V
Raw Value: 779 | Voltage: 3.807V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1015 | Voltage: 4.961V
Raw Value: 959 | Voltage: 4.687V
Raw Value: 606 | Voltage: 2.962V
Raw Value: 725 | Voltage: 3.543V
Raw Value: 623 | Voltage: 3.045V
Raw Value: 676 | Voltage: 3.304V
Raw Value: 611 | Voltage: 2.986V
Raw Value: 552 | Voltage: 2.698V
Raw Value: 525 | Voltage: 2.566V
Raw Value: 443 | Voltage: 2.165V
Raw Value: 457 | Voltage: 2.234V
Raw Value: 357 | Voltage: 1.745V
Raw Value: 447 | Voltage: 2.185V
Raw Value: 333 | Voltage: 1.628V
Raw Value: 485 | Voltage: 2.370V
Raw Value: 338 | Voltage: 1.652V
Raw Value: 408 | Voltage: 1.994V
Raw Value: 316 | Voltage: 1.544V
Raw Value: 404 | Voltage: 1.975V
Raw Value: 376 | Voltage: 1.838V
Raw Value: 402 | Voltage: 1.965V
Raw Value: 370 | Voltage: 1.808V
Raw Value: 355 | Voltage: 1.735V
Raw Value: 437 | Voltage: 2.136V
Raw Value: 301 | Voltage: 1.471V
Raw Value: 462 | Voltage: 2.258V
Raw Value: 419 | Voltage: 2.048V
Raw Value: 467 | Voltage: 2.283V
Raw Value: 344 | Voltage: 1.681V
Raw Value: 569 | Voltage: 2.781V
Raw Value: 522 | Voltage: 2.551V
Raw Value: 487 | Voltage: 2.380V
Raw Value: 609 | Voltage: 2.977V
Raw Value: 480 | Voltage: 2.346V
Raw Value: 561 | Voltage: 2.742V
Raw Value: 420 | Voltage: 2.053V
Raw Value: 550 | Voltage: 2.688V
Raw Value: 320 | Voltage: 1.564V
Raw Value: 550 | Voltage: 2.688V
Raw Value: 434 | Voltage: 2.121V
Raw Value: 475 | Voltage: 2.322V
Raw Value: 469 | Voltage: 2.292V
Raw Value: 422 | Voltage: 2.063V
Raw Value: 512 | Voltage: 2.502V
Raw Value: 401 | Voltage: 1.960V
Raw Value: 494 | Voltage: 2.414V
Raw Value: 336 | Voltage: 1.642V
Raw Value: 459 | Voltage: 2.243V
Raw Value: 338 | Voltage: 1.652V
Raw Value: 462 | Voltage: 2.258V
Raw Value: 379 | Voltage: 1.852V
Raw Value: 540 | Voltage: 2.639V
Raw Value: 452 | Voltage: 2.209V
Raw Value: 474 | Voltage: 2.317V
Raw Value: 421 | Voltage: 2.058V
Raw Value: 460 | Voltage: 2.248V
Raw Value: 564 | Voltage: 2.757V
Raw Value: 399 | Voltage: 1.950V
Raw Value: 586 | Voltage: 2.864V
Raw Value: 360 | Voltage: 1.760V
Raw Value: 442 | Voltage: 2.160V
Raw Value: 369 | Voltage: 1.804V
Raw Value: 390 | Voltage: 1.906V
Raw Value: 383 | Voltage: 1.872V
Raw Value: 405 | Voltage: 1.979V
Raw Value: 426 | Voltage: 2.082V
Raw Value: 381 | Voltage: 1.862V
Raw Value: 450 | Voltage: 2.199V
Raw Value: 389 | Voltage: 1.901V
Raw Value: 561 | Voltage: 2.742V
Raw Value: 398 | Voltage: 1.945V
Raw Value: 516 | Voltage: 2.522V
Raw Value: 367 | Voltage: 1.794V
Raw Value: 500 | Voltage: 2.444V
Raw Value: 527 | Voltage: 2.576V
Raw Value: 532 | Voltage: 2.600V
Raw Value: 476 | Voltage: 2.326V
Raw Value: 487 | Voltage: 2.380V
Raw Value: 681 | Voltage: 3.328V
Raw Value: 785 | Voltage: 3.837V
Raw Value: 748 | Voltage: 3.656V
Raw Value: 594 | Voltage: 2.903V

--- Statistics (last 100 samples) ---
Min Value: 301
Max Value: 1017
Range: 716
Average: 512
-------------------------------------

Raw Value: 752 | Voltage: 3.675V
Raw Value: 756 | Voltage: 3.695V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1001 | Voltage: 4.892V
Raw Value: 941 | Voltage: 4.599V
Raw Value: 697 | Voltage: 3.407V
Raw Value: 649 | Voltage: 3.172V
Raw Value: 481 | Voltage: 2.351V
Raw Value: 429 | Voltage: 2.097V
Raw Value: 219 | Voltage: 1.070V
Raw Value: 433 | Voltage: 2.116V
Raw Value: 260 | Voltage: 1.271V
Raw Value: 370 | Voltage: 1.808V
Raw Value: 336 | Voltage: 1.642V
Raw Value: 550 | Voltage: 2.688V
Raw Value: 493 | Voltage: 2.410V
Raw Value: 594 | Voltage: 2.903V
Raw Value: 566 | Voltage: 2.766V
Raw Value: 489 | Voltage: 2.390V
Raw Value: 606 | Voltage: 2.962V
Raw Value: 503 | Voltage: 2.458V
Raw Value: 635 | Voltage: 3.104V
Raw Value: 385 | Voltage: 1.882V
Raw Value: 493 | Voltage: 2.410V
Raw Value: 421 | Voltage: 2.058V
Raw Value: 594 | Voltage: 2.903V
Raw Value: 553 | Voltage: 2.703V
Raw Value: 672 | Voltage: 3.284V
Raw Value: 601 | Voltage: 2.937V
Raw Value: 651 | Voltage: 3.182V
Raw Value: 813 | Voltage: 3.974V
Raw Value: 775 | Voltage: 3.788V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 961 | Voltage: 4.697V
Raw Value: 997 | Voltage: 4.873V
Raw Value: 926 | Voltage: 4.526V
Raw Value: 972 | Voltage: 4.751V
Raw Value: 806 | Voltage: 3.939V
Raw Value: 963 | Voltage: 4.707V
Raw Value: 836 | Voltage: 4.086V
Raw Value: 712 | Voltage: 3.480V
Raw Value: 748 | Voltage: 3.656V
Raw Value: 606 | Voltage: 2.962V
Raw Value: 777 | Voltage: 3.798V
Raw Value: 525 | Voltage: 2.566V
Raw Value: 678 | Voltage: 3.314V
Raw Value: 578 | Voltage: 2.825V
Raw Value: 660 | Voltage: 3.226V
Raw Value: 617 | Voltage: 3.016V
Raw Value: 704 | Voltage: 3.441V
Raw Value: 567 | Voltage: 2.771V
Raw Value: 568 | Voltage: 2.776V
Raw Value: 671 | Voltage: 3.280V
Raw Value: 675 | Voltage: 3.299V
Raw Value: 636 | Voltage: 3.109V
Raw Value: 606 | Voltage: 2.962V
Raw Value: 702 | Voltage: 3.431V
Raw Value: 534 | Voltage: 2.610V
Raw Value: 793 | Voltage: 3.876V
Raw Value: 575 | Voltage: 2.810V
Raw Value: 792 | Voltage: 3.871V
Raw Value: 725 | Voltage: 3.543V
Raw Value: 872 | Voltage: 4.262V
Raw Value: 826 | Voltage: 4.037V
Raw Value: 937 | Voltage: 4.580V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 1017 | Voltage: 4.971V
Raw Value: 871 | Voltage: 4.257V
Raw Value: 757 | Voltage: 3.700V
Raw Value: 610 | Voltage: 2.981V
Raw Value: 542 | Voltage: 2.649V
Raw Value: 533 | Voltage: 2.605V
Raw Value: 356 | Voltage: 1.740V
Raw Value: 499 | Voltage: 2.439V
Raw Value: 294 | Voltage: 1.437V
Raw Value: 433 | Voltage: 2.116V
Raw Value: 309 | Voltage: 1.510V
Raw Value: 402 | Voltage: 1.965V
Raw Value: 299 | Voltage: 1.461V
Raw Value: 506 | Voltage: 2.473V
Raw Value: 341 | Voltage: 1.667V
Raw Value: 387 | Voltage: 1.891V
Raw Value: 423 | Voltage: 2.067V
Raw Value: 458 | Voltage: 2.239V
Raw Value: 541 | Voltage: 2.644V
Raw Value: 484 | Voltage: 2.366V

--- Statistics (last 100 samples) ---
Min Value: 219
Max Value: 1017
Range: 798
Average: 686
-------------------------------------

Raw Value: 569 | Voltage: 2.781V
Raw Value: 521 | Voltage: 2.546V
Raw Value: 633 | Voltage: 3.094V
Raw Value: 469 | Voltage: 2.292V
Raw Value: 639 | Voltage: 3.123V
Raw Value: 442 | Voltage: 2.160V
Raw Value: 616 | Voltage: 3.011V
Raw Value: 465 | Voltage: 2.273V
Raw Value: 612 | Voltage: 2.991V
Raw Value: 525 | Voltage: 2.566V
Raw Value: 602 | Voltage: 2.942V
Raw Value: 566 | Voltage: 2.766V
Raw Value: 617 | Voltage: 3.016V
Raw Value: 596 | Voltage: 2.913V
Raw Value: 579 | Voltage: 2.830V
Raw Value: 574 | Voltage: 2.805V
Raw Value: 539 | Voltage: 2.634V
Raw Value: 662 | Voltage: 3.236V
Raw Value: 531 | Voltage: 2.595V
Raw Value: 661 | Voltage: 3.231V
Raw Value: 499 | Voltage: 2.439V
Raw Value: 665 | Voltage: 3.250V
Raw Value: 535 | Voltage: 2.615V
Raw Value: 690 | Voltage: 3.372V
Raw Value: 465 | Voltage: 2.273V
Raw Value: 656 | Voltage: 3.206V
Raw Value: 523 | Voltage: 2.556V
Raw Value: 558 | Voltage: 2.727V
Raw Value: 521 | Voltage: 2.546V
Raw Value: 489 | Voltage: 2.390V
Raw Value: 604 | Voltage: 2.952V
Raw Value: 490 | Voltage: 2.395V
Raw Value: 623 | Voltage: 3.045V
Raw Value: 458 | Voltage: 2.239V
Raw Value: 621 | Voltage: 3.035V
Raw Value: 374 | Voltage: 1.828V
Raw Value: 620 | Voltage: 3.030V
Raw Value: 460 | Voltage: 2.248V
Raw Value: 675 | Voltage: 3.299V
Raw Value: 510 | Voltage: 2.493V
Raw Value: 644 | Voltage: 3.148V
Raw Value: 465 | Voltage: 2.273V
Raw Value: 537 | Voltage: 2.625V
Raw Value: 595 | Voltage: 2.908V
Raw Value: 525 | Voltage: 2.566V
Raw Value: 616 | Voltage: 3.011V
Raw Value: 501 | Voltage: 2.449V
